no.	category	english	arabic	arabic-translit	hebrew	hebrew-niqud	hebrew-ipa	hebrew-iw-translit
253	Home	window	نافذة	nafidha	חלון	חַלּוֹן	χalˈloːn	ḥlwn
254	Home	door	باب	bab	דלת	דָלֶת	ˈdaːlet	dlt
255	Home	bedroom	غرفة نوم	ghurfat nawm	חדר║שינה	חַדַר║שִיָנָה	ˈχadaʁ║ʃijaːˈnaːh	ḥdr šynh
256	Home	kitchen	مطبخ	mutabikh	מטבח	מִטְבֵּחַ	mitˈbeːaχ	mṭbḥ
257	Home	bathroom	حمام	hamam	חדר║רחצה	חַדֹר║רַחֲצָה	χaˈdoːʁ║ʁaχaˈtsaːh	ḥdr rḥṣh
258	Home	pencil	قلم	qalam	עיפרון	עִפָּרוֹן	ʔippaːˈʁoːn	ʿyprwn
259	Home	pen	قلم	qalam	עט	עֵט	ˈʔeːt	ʿṭ
260	Home	photograph	تصوير	taswir	תצלום	תִצְלֹוֹם	titsloːˈvːoːm	tṣlwm
261	Home	soap	صابون	sabun	סבון	סַבּוֹן	sabˈboːn	sbwn
262	Home	book	كتاب	kitab	ספר	סַפֹּר	sapˈpoːʁ	spr
263	Home	page	صفحة	safha	עמוד	עַמּוֹד	ʔamˈmoːd	ʿmwd
264	Home	key	مفتاح	miftah	המפתח	הַמַפְתֵחַ	hamafˈteːaχ	hmptḥ
265	Home	paint	رسم	rusim	לצבוע	לִצָבֹּוֹעַ	litsaːbboːˈvːoːaʔ	lṣbwʿ
266	Home	letter	رسالة	risala	מכתב	מַכְתָב	maχˈtaːv	mktb
267	Home	note	ملاحظة	mulahaza	הערה	הָעָרָה	haːʔaːˈʁaːh	hʿrh
268	Home	wall	الجدار	aljidar	קיר	קִיָר	kiˈjaːʁ	qyr
269	Home	brick	لبنة	labna	לבנים	לַבָנִים	lavaːˈniːm	lbnym
270	Home	tile	قرميدة	qarmida	הריח	הֵרֵיִחַ	heːʁeːˈjiaχ	hryḥ
271	Home	wood	خشب	khashab	עץ	עֵץ	ˈʔeːts	ʿṣ
272	Home	concrete	الخرسانة	alkharsana	בטון	בָּטוֹן	baːˈtoːn	bṭwn
273	Home	paper	ورقة	waraqa	עיתון	עִתֹּוֹן	ʔittoːˈvːoːn	ʿytwn
274	Home	floor	أرضية	ardia	רצפה	רִצְפָה	ʁitsˈfaːh	rṣph
275	Home	ceiling	سقف	saqf	תקרה	תִקְרָה	tikˈʁaːh	tqrh
276	Home	roof	سطح البيت	sath albayt	גג	גַג	ˈgag	gg
277	Home	pool	حوض السباحة	hawd alsabbaha	בריכה	בְּרִיכָה	beʁiːˈχaːh	brykh
278	Home	lock	قفل	qafl	לנעול	לִנְעֹוֹל	linʔoːˈvːoːl	lnʿwl
279	Home	telephone	هاتف	hatif	טלפון	טַלְפּוֹן	talˈpoːn	ṭlpwn
280	Home	garden	حديقة	hadiqa	גן	גַן	ˈgan	gn
281	Home	yard	حديقة منزل	hadiqat manzil	בחצר	בָּחָצֵר	baːχaːˈtseːʁ	bḥṣr
282	Home	needle	إبرة	iibra	מחט	מַחַט	ˈmaχat	mḥṭ
283	Home	bag	حقيبة	haqiba	תיק	תִּיֵק	tiˈjeːk	tyq
284	Home	box	صندوق	sunduq	קופסא	קֻפְסָא	kufˈsaː	qwpsʾ
285	Home	gift	هدية	hadia	מתנה	מַתָנָה	mataːˈnaːh	mtnh
286	Home	card	بطاقة	bitaqa	כרטיס	כַּרְטִיס	kaʁˈtiːs	krṭys
287	Home	ring	حلقة	halqa	טבעת	טַבָּעַת	tabbaːˈʔat	ṭbʿt
288	Home	tool	أداة	ada	כלי	כַּלִי	kaˈliː	kly
289	Electronics	clock	ساعة حائط	saeat hayit	שעון	שָעוֹן	ʃaːˈʔoːn	šʿwn
290	Electronics	lamp	سراج	siraj	מנורה	מְנֹוֹרָה	menoːvːoːˈʁaːh	mnwrh
291	Electronics	fan	مروحة	muruha	אוהד	אִוֹהֵד	ʔivːoːˈheːd	ʾwhd
292	Electronics	cell phone	الهاتف الخلوي	alhatif alkhalawi	טלפון║נייד	טַלְפּוֹן║נִיִיִד	talˈpoːn║nijiˈjid	ṭlpwn nyyd
293	Electronics	network	شبكة	shabaka	רשת	רַשֶת	ʁaˈʃet	ršt
294	Electronics	computer	الحاسوب	alhasub	המחשב	הַמַחַשָב	hamaχaˈʃaːv	hmḥšb
295	Electronics	computer program	برنامج الحاسب	barnamaj alhasib	תוכנת║מחשב	תֻּכְּנְתָ║מֵחֹשָב	tukkeneˈtaː║meːχoːˈʃaːv	twknt mḥšb
296	Electronics	laptop	كمبيوتر محمول	kamibyutir mahmul	מחשב║נייד	מֵחַשָבּ║נִיָיד	meːχaʃaːbˈb║niˈjaiːd	mḥšb nyyd
297	Electronics	screen	شاشة	shasha	מסך	מִסָךְ	miˈsaːχ	msk
298	Electronics	camera	الة تصوير	alat taswir	מצלמה	מִצַלְמָה	mitsalˈmaːh	mṣlmh
299	Electronics	television	تلفزيون	tilfizyun	טלוויזיה	טַלְוֹוִיזִיָה	talvːoːviːziˈjaːh	ṭlwwyzyh
300	Electronics	internet	الإنترنت	al'intrnt	אינטרנט	אִינְטֶרַנְט	\ʔiːnteˈʁant	ʾynṭrnṭ
301	Electronics	download	التحميل	altahmil	הורד	הֻוֹרַד	huvːoːˈʁad	hwrd
302	Electronics	install	التثبيت	altathabiyat	להתקין	לְהִתְקִיֵן	lehitkiˈjeːn	lhtqyn
303	Electronics	wifi	واي فاي	way fa'aya	וויי║-║פיי	וַוִיִי║-║פִּיֵי	vaviˈjiː║-║piˈjeiː	wwyy - pyy
304	Electronics	radio	راديو	radiu	רדיו	רַדִיוֹ	ʁadiˈjoː	rdyw
305	Body	head	رأس	ras	ראש	רֹאש	ˈʁoːʃ	rʾš
306	Body	fur	فرو	fru	פרווה	פַּרְוָוָה	paʁvaːˈvaːh	prwwh
307	Body	neck	العنق	aleunq	עורף	עֹוֹרֵף	ʔoːvːoːˈʁeːf	ʿwrp
308	Body	face	وجه	wajah	הפנים	הַפָּנִיִם	happaːniˈjim	hpnym
309	Body	beard	لحية	lahia	זקן	זָקֵן	zaːˈkeːn	zqn
310	Body	hair	شعر	shaear	שיער	שֵׂיָעֵר	seːjaːˈʔeːʁ	šyʿr
311	Body	eye	عين	eayan	עין	עַיִן	ˈʔajin	ʿyn
312	Body	mouth	فم	fum	פה	פֹּה	ˈpoːh	ph
313	Body	lips	شفاه	shafah	שפתיים	שְׂפָתַיִם	sefaːˈtajim	šptyym
314	Body	nose	أنف	anf	אף	אַף	ˈʔaf	ʾp
315	Body	tooth	سن	sini	שן	שָן	ˈʃaːn	šn
316	Body	ear	إذن	iidhan	אוזן	אֹזֶן	ˈʔoːzen	ʾwzn
317	Body	teardrop	دمعة	damea	דִמעָה	דִֻמְעָֻה	duimˈʔuaːh	dimʿāh
318	Body	tongue	لسان	lisan	לשון	לָשוֹן	laːˈʃoːn	lšwn
319	Body	back	الى الخلف	ila alkhlf	חזור	חֲזֹוֹר	χazoːˈvːoːʁ	ḥzwr
320	Body	toe	اصبع القدم	iisbae alqadam	הבוהן	הַבֹּוֹהֶן	habboːˈvːoːhen	hbwhn
321	Body	finger	اصبع اليد	iisbae alyad	אצבע	אֶצְבַּע	ʔetsˈbaʔ	ʾṣbʿ
322	Body	foot	قدم	qadam	כף║רגל	כָף║רְגֵל	ˈχaːf║ʁeˈgeːl	kp rgl
323	Body	hand	يد	yd	יד	יָד	ˈjaːd	yd
324	Body	leg	ساق	saq	רגל	רָגֶל	ˈʁaːgel	rgl
325	Body	arm	ذراع	dhirae	זרוע	זָרֹוֹעַ	zaːʁoːˈvːoːaʔ	zrwʿ
326	Body	shoulder	كتف	kataf	כתף	כָּתֵף	kaːˈteːf	ktp
327	Body	heart	قلب	qalb	לב	לֵב	ˈleːv	lb
328	Body	blood	دم	dam	דם	דָם	ˈdaːm	dm
329	Body	brain	دماغ	damagh	המוח	הַמֹוֹחַ	hamoːˈvːoːaχ	hmwḥ
330	Body	knee	ركبة	rakba	הברך	הַבָּרֵךְ	habbaːˈʁeːχ	hbrk
331	Body	sweat	عرق	earaq	זיעה	זִיעָה	ziːˈʔaːh	zyʿh
332	Body	disease	مرض	marad	המחלה	הַמַחַלָה	hamaχaˈlaːh	hmḥlh
333	Body	bone	عظم	eazam	עצם	עָצֵם	ʔaːˈtseːm	ʿṣm
334	Body	voice	صوت	sawt	קול	קֹוֹל	koːˈvːoːl	qwl
335	Body	skin	بشرة	bashara	עור	עִוֹר	ʔiˈvːoːʁ	ʿwr
336	Body	fingernail	ظفر	zufur	ציפורן	צִפֹּוֹרֶן	tsippoːˈvːoːʁen	ṣypwrn
337	Body	eyebrow	حاجب العين	hajib aleayn	גבה	גָבָה	gaːˈvaːh	gbh
338	Body	eyelash	رمشة عين	ramshat ein	רִיס	רִִיִס	ʁiiˈjis	rîs
339	Body	corpse	جثة	jutha	גופה	גֻּוֹּפָּה	guvːoːpˈpaːh	gwph
340	Body	human body	جسم الإنسان	jism al'iinsan	גוף║האדם	גוֹּף║הָאָדָם	ˈguːf║haːʔaːˈdaːm	gwp hʾdm
341	Nature	sea*	البحر *	albahr *	ים║*	יָם║	ˈjaːm║	ym *
342	Nature	ocean*	محيط*	muhit*	אוקיינוס*	אוֹקְיָיָנוֹּס	ʔoːkejaːjaːˈnuːs	ʾwqyynws*
343	Nature	river	نهر	nahr	נהר	נָהַר	naːˈhaʁ	nhr
344	Nature	mountain	جبل	jabal	הר	הַר	ˈhaʁ	hr
345	Nature	rain	مطر	mtr	גשם	גָשֵם	gaːˈʃeːm	gšm
346	Nature	snow	ثلج	thalaj	שלג	שֶלָג	ʃeˈlaːg	šlg
347	Nature	tree	شجرة	shajara	עץ	עֵץ	ˈʔeːts	ʿṣ
348	Nature	sun	الشمس	alshams	שמש	שֶׁמֶש	ˈʃemeʃ	šmš
349	Nature	moon	القمر	alqamar	ירח	יָרֵחַ	jaːˈʁeːaχ	yrḥ
350	Nature	world	العالم	alealam	בעולם	בָּעֹוֹלָם	baːʔoːvːoːˈlaːm	bʿwlm
351	Nature	Earth	أرض	ard	כדור║הארץ	כְּדֹוֹר║הָאַרֶץ	kedoːˈvːoːʁ║haːʔaˈʁets	kdwr hʾrṣ
352	Nature	forest	غابة	ghaba	יער	יַעַר	ˈjaʔaʁ	yʿr
353	Nature	sky	سماء	sama'	שמים	שָׁמַיִם	ʃaːˈmajim	šmym
354	Nature	plant	النبات	alnabat	צמח	צָמַחַ	tsaːˈmaaχ	ṣmḥ
355	Nature	wind	ريح	rih	רוח	רֹוַחַ	ʁoːˈvaaχ	rwḥ
356	Nature	soil/earth	التربة / الأرض	alturabat / al'ard	אדמה║/║אדמה	אֲדָמָה║/║אָדָמָה	ʔadaːˈmaːh║/║ʔaːdaːˈmaːh	ʾdmh / ʾdmh
357	Nature	flower	زهرة	zahra	פרח	פָּרַח	paːˈʁaχ	prḥ
358	Nature	valley	الوادي	alwadi	העמק	הָעֹמֶק	haːˈʔoːmek	hʿmq
359	Nature	root	جذر	jidhr	שורש	שֹרֶש	ˈʃoːʁeʃ	šwrš
360	Nature	lake	بحيرة	buhayra	אגם	אָגַם	ʔaːˈgam	ʾgm
361	Nature	star	نجمة	najima	כוכב	כֻּכָּב	kukˈkaːv	kwkb
362	Nature	grass	عشب	eashab	דשא	דָשָא	daːˈʃaː	dšʾ
363	Nature	leaf	ورقة الشجر	waraqat alshajar	עלה	עָלָה	ʔaːˈlaːh	ʿlh
364	Nature	air	هواء	hawa'	אוויר	אֲוִיָר	ʔaviˈjaːʁ	ʾwwyr
365	Nature	sand	رمل	ramal	חול	חֹוֹל	χoːˈvːoːl	ḥwl
366	Nature	beach	شاطئ	shati	החוף	הַחֹוֹף	haχoːˈvːoːf	hḥwp
367	Nature	wave	موجة	mawja	גל	גַל	ˈgal	gl
368	Nature	fire	حريق	hariq	אש	אֵש	ˈʔeːʃ	ʾš
369	Nature	ice	الثلج	althalj	קרח	קָרֵחַ	kaːˈʁeːaχ	qrḥ
370	Nature	island	جزيرة	jazira	אי	אִי	ˈʔiː	ʾy
371	Nature	hill	تل	tal	הגבעה	הַגִּבְעָה	haggivˈʔaːh	hgbʿh
372	Nature	heat	حرارة	harara	חום	חֹוֹם	χoːˈvːoːm	ḥwm
373	Nature	north	شمال	shamal	בצפון	בְּצָפוֹן	betsaːˈfoːn	bṣpwn
374	Nature	south	جنوب	janub	בדרום	בִּדָרוֹם	bidaːˈʁoːm	bdrwm
375	Nature	east	الشرق	alshrq	מזרח	מִזְרַחַ	mizˈʁaaχ	mzrḥ
376	Nature	west	غرب	gharb	מערבה	מֵעֲרָבָה	meːʔaʁaːˈvaːh	mʿrbh
377	Nature	northeast	شمالي شرقي	shamalii sharqii	מזרח	מִזְרַח	mizˈʁaχ	mzrḥ
378	Nature	northwest	شمال غرب	shamal gharb	צפון║מערב	צָפֹוֹן║מֵעֲרֶב	tsaːfoːˈvːoːn║meːʔaˈʁev	ṣpwn mʿrb
379	Nature	southeast	الجنوب الشرقي	aljanub alsharqi	מזרח	מִזְרַחַ	mizˈʁaaχ	mzrḥ
380	Nature	southwest	جنوب غرب	janub gharb	מערב	מֵעֲרָב	meːʔaˈʁaːv	mʿrb
381	Nature	north pole	القطب الشمالي	alqutb alshamaliu	הקוטב║הצפוני	הַקֹּוֹטְבָ║הַצָפֹּוֹנִי	hakkoːvːoːteˈvaː║hatsaːppoːvːoːˈniː	hqwṭb hṣpwny
382	Nature	south pole	القطب الجنوبي	alqutb aljanubiu	קוטב║דרומי	קֻוֹטְב║דְרוֹמִי	kuvːoːˈtev║deʁoːˈmiː	qwṭb drwmy
383	Nature	nature	طبيعة	tabiea	טבע	טַבַע	ˈtavaʔ	ṭbʿ
384	Materials	glass	زجاج	zujaj	זכוכית	זְכוּכִית	zeχuːˈχiːt	zkwkyt
385	Materials	metal	معدن	muedin	מתכת	מַתַּכַת	matˈtaχat	mtkt
386	Materials	plastic	البلاستيك	albalastik	פלסטיק	פַּלַסְטִיִק	palastiˈjik	plsṭyq
387	Materials	wood	خشب	khashab	עץ	עֵץ	ˈʔeːts	ʿṣ
388	Materials	stone	حجر	hijr	אבן	אַבֶן	ʔaˈven	ʾbn
389	Materials	diamond	الماس	almas	יהלום	יַהֲלֹוֹם	jahaloːˈvːoːm	yhlwm
390	Materials	clay	طين	tin	חימר	חִמַר	χiˈmaʁ	ḥymr
391	Materials	dust	غبار	ghabar	אבק	אַבַק	ʔaˈvak	ʾbq
392	Materials	gold	ذهب	dhahab	זהב	זָהַב	zaːˈhav	zhb
393	Materials	copper	نحاس	nahas	נחושת	נְחֹשֶת	neˈχoːʃet	nḥwšt
394	Materials	silver	فضي	fadi	כסף	כָּסף	kaːˈsf	ksp
395	Materials	material	مادة	mada	חומר	חֹוֹמֶר	χoːˈvːoːmeʁ	ḥwmr
396	Math / Measurement	meter	متر	mitr	מטר	מַטָר	maˈtaːʁ	mṭr
397	Math / Measurement	centimeter	سنتيمتر	santimtir	סנטימטר	סַנְטִימַטְר	santiːˈmatʁ	snṭymṭr
398	Math / Measurement	kilogram	كيلوغرام	kilughram	קילו	קִיָלוֹ	kijaːˈloː	qylw
399	Math / Measurement	inch	بوصة	busa	אינטש	אִינְטְש	ʔiːnˈteʃ	ʾynṭš
400	Math / Measurement	foot	قدم	qadam	כף║רגל	כּף║רְגֵל	ˈkf║ʁeˈgeːl	kp rgl
401	Math / Measurement	pound	جنيه	junayh	קילו	קִיֵלוֹ	kijeːˈloː	qylw
402	Math / Measurement	half	نصف	nsf	מחצית	מַחֲצִית	maχaˈtsiːt	mḥṣyt
403	Math / Measurement	circle	دائرة	dayira	מעגל	מַעְגָל	maʔˈgaːl	mʿgl
404	Math / Measurement	square	مربع	murabae	כיכר	כִּיכֵּר	kiːˈkeːʁ	kykr
405	Math / Measurement	temperature	درجه الحرارة	darajah alharara	טמפרטורה	טַמַפַּרְטוֹּרָה	tamappaʁtuːˈʁaːh	ṭmprṭwrh
406	Math / Measurement	date	التاريخ	alttarikh	תאריך	תָאָרִיִךְ	taːʔaːʁiˈjiχ	tʾryk
407	Math / Measurement	weight	الوزن	alwazn	משקל	מִשְקֵל	miʃˈkeːl	mšql
408	Math / Measurement	edge	حافة	hafa	קצתי	קַצָתִי	katsaːˈtiː	qṣty
409	Math / Measurement	corner	ركن	rukn	פינה	פִּיָנָה	pijaːˈnaːh	pynh
410	Misc. Nouns	map	رسم خريطة	rusim kharita	מפת	מַפַּת	mapˈpat	mpt
411	Misc. Nouns	dot	نقطة	nuqta	נקודה	נְקֻוֹּדָה	nekuvːoːˈdaːh	nqwdh
412	Misc. Nouns	consonant	منسجم	munsajim	עִצוּר	עִַצוֹּר	ʔaiˈtsuːʁ	ʿiṣûr
413	Misc. Nouns	vowel	حرف متحرك	harf mutaharik	לְנַקֵד	לְַנִַקֵד	laniaˈkeːd	lǝnaqēd
414	Misc. Nouns	light	نور	nuwr	אור	אוֹר	ˈʔoːʁ	ʾwr
415	Misc. Nouns	sound	صوت	sawt	נשמע	נִשְמַעַ	niʃˈmaaʔ	nšmʿ
416	Misc. Nouns	yes	نعم فعلا	nem fielaan	כן	כֵּן	ˈkeːn	kn
417	Misc. Nouns	no	لا	la	לא	לָא	ˈlaː	lʾ
418	Misc. Nouns	piece	قطعة	qitea	חתיכה	חֲתִיכָה	χatiːˈχaːh	ḥtykh
419	Misc. Nouns	pain	ألم	alam	כאב	כָּאַב	kaːˈʔav	kʾb
420	Misc. Nouns	injury	ضرر	darar	פציעה	פְּצִיעָה	petsiːˈʔaːh	pṣyʿh
421	Misc. Nouns	hole	ثقب	thaqab	חור	חֹוֹר	χoːˈvːoːʁ	ḥwr
422	Misc. Nouns	image	صورة	sura	תמונה	תָּמֻוֹּנָה	taːmuvːoːˈnaːh	tmwnh
423	Misc. Nouns	pattern	نمط	namat	דפוס	דָפוֹּס	daːˈfuːs	dpws
424	Misc. Nouns	noun	إسم	iism	שם║עצם	שָם║עֲצֵם	ˈʃaːm║ʔaˈtseːm	šm ʿṣm
425	Misc. Nouns	verb	الفعل	alfiel	פועל	פֹּוֹעַל	poːvːoːˈʔal	pwʿl
426	Misc. Nouns	adjective	صفة	sifa	שם║תואר	שָם║תֹּאַר	ˈʃaːm║toːˈʔaʁ	šm twʾr
427	Directions	top	أعلى	aelaa	חלק║עליון	חֲלָק║עֲלָיוֹן	χaˈlaːk║ʔalaːˈjoːn	ḥlq ʿlywn
428	Directions	bottom	أسفل	asfal	בתחתית	בִּתַחְתִית	bitaχˈtiːt	btḥtyt
429	Directions	side	جانب	janib	בצד	בָּצַד	baːˈtsad	bṣd
430	Directions	front	جبهة	jabha	מול	מוֹל	ˈmoːl	mwl
431	Directions	back	الى الخلف	ila alkhlf	חזור	חָזֹוֹר	χaːzoːˈvːoːʁ	ḥzwr
432	Directions	outside	في الخارج	fi alkharij	בחוץ	בָּחוּץ	baːˈχuːts	bḥwṣ
433	Directions	inside	في داخل	fi dakhil	בתוך	בּתוֹךָ	bˈtoːχaː	btwk
434	Directions	up	إلى أعلى	iilaa 'aelaa	עד	עַד	ˈʔad	ʿd
435	Directions	down	أسفل	asfal	מטה	מַטֵה	maˈteːh	mṭh
436	Directions	left	اليسار	alyasar	שמאלה	שַמָאַלָה	ʃamaːʔaˈlaːh	šmʾlh
437	Directions	right	الصحيح	alsahih	ימין	יַמִין	jaˈmiːn	ymyn
438	Directions	straight	مباشرة	mubashara	ישר	יָשָר	jaːˈʃaːʁ	yšr
439	Directions	beside	بجانب	bijanib	ליד	לִיָד	liˈjaːd	lyd
440	Directions	at	في	fi	ב	ב	ˈv	b
441	Directions	direction	اتجاه	aitijah	כיוון	כִּיוָן	kiːˈvaːn	kywwn
442	Seasons	Summer	الصيف	alsayf	קיץ	קִיִץ	kiˈjits	qyṣ
443	Seasons	Spring	ربيع	rbye	אביב	אָבִיָב	ʔaːviˈjaːv	ʾbyb
444	Seasons	Winter	الشتاء	alshita'	החורף	הַחֹוֹרֵף	haχoːvːoːˈʁeːf	hḥwrp
445	Seasons	dry season	فصل جاف	fasl jaf	עונה║יבשה	עֲוֹנֶהִ║יַבְשָה	ʔavːoːneˈhi║javˈʃaːh	ʿwnh ybšh
446	Seasons	wet season	موسم الأمطار	mawsim al'amtar	עונה║רטובה	עֲוֹנָה║רְטֹוֹבָה	ʔavːoːˈnaːh║ʁetoːvːoːˈvaːh	ʿwnh rṭwbh
447	Seasons	hot season	الموسم الساخن	almawsim alssakhin	עונה║חמה	עֲוֹנָה║חֵמָה	ʔavːoːˈnaːh║χeːˈmaːh	ʿwnh ḥmh
448	Seasons	Fall	تقع	taqae	נפילה	נְפִילָה	nefiːˈlaːh	npylh
449	Seasons	season	الموسم	almawsim	עונה	עֲוֹנָה	ʔavːoːˈnaːh	ʿwnh
450	Numbers	zero	صفر	sifr	אפס	אַפֶס	ʔaˈfes	ʾps
451	Numbers	one	واحد	wahid	אחד	אֶחָד	ʔeˈχaːd	ʾḥd
452	Numbers	two	اثنان	athnan	שתיים	שָתָיִיִם	ʃaːtaːjiˈjim	štyym
453	Numbers	three	ثلاثة	thlath	שלוש	שְלֹוֹש	ʃeloːˈvːoːʃ	šlwš
454	Numbers	four	أربعة	arbe	ארבעה	אַרְבָּעָה	ʔaʁbaːˈʔaːh	ʾrbʿh
455	Numbers	five	خمسة	khms	חמש	חֹמֹש	χoːˈmoːʃ	ḥmš
456	Numbers	six	ستة	st	שש	שֵש	ˈʃeːʃ	šš
457	Numbers	seven	سبعة	sbe	שבע	שָבַעַ	ʃaːˈvaaʔ	šbʿ
458	Numbers	eight	ثمانية	thmany	שמונה	שְמֻוֹנָה	ʃemuvːoːˈnaːh	šmwnh
459	Numbers	nine	تسعة	tse	תשע	תִשַעַ	tiˈʃaaʔ	tšʿ
460	Numbers	ten	عشرة	eshr	עשר	עֶשָׂר	ʔeˈsaːʁ	ʿšr
461	Numbers	eleven	احدى عشرة	ahda eshr	אחת║עשרה	אַחֹתָ║עֲשָרָה	ʔaχoːˈtaː║ʔaʃaːˈʁaːh	ʾḥt ʿšrh
462	Numbers	twelve	اثني عشر	athnay eashar	שתיים║עשרה	שְתַיִם║עֲשֹׂרָה	ʃeˈtajim║ʔasoːˈʁaːh	štyym ʿšrh
463	Numbers	thirteen	ثلاثة عشر	thlatht eshr	שלוש║עשרה	שְלוֹש║עֲשָׂרָה	ʃeˈloːʃ║ʔasaːˈʁaːh	šlwš ʿšrh
464	Numbers	fourteen	أربعة عشرة	arbet eshr	ארבעה║עשר	אַרְבָּעָהָ║עֲשֶׂר	ʔaʁbaːʔaːˈhaː║ʔaˈseʁ	ʾrbʿh ʿšr
465	Numbers	fifteen	fifiteen	fifiteen	חמש║עשרה	חֲמֹשֹ║עֲשֹׂרָה	χamoːˈʃoː║ʔasoːˈʁaːh	ḥmš ʿšrh
466	Numbers	sixteen	السادس عشر	alssadis eashar	שש║עשרה	שֵשַ║עֲשֹׂרָה	ʃeːˈʃa║ʔasoːˈʁaːh	šš ʿšrh
467	Numbers	seventeen	سبعه عشر	sabieah eshr	שבע║עשרה	שִבַּעַ║עֲשֹרָה	ʃibˈbaaʔ║ʔaʃoːˈʁaːh	šbʿ ʿšrh
468	Numbers	eighteen	ثمانية عشرة	thmanyt eshr	שמונה║עשרה	שְמֹוֹנֵהָ║עֲשָרָה	ʃemoːvːoːneːˈhaː║ʔaʃaːˈʁaːh	šmwnh ʿšrh
469	Numbers	nineteen	تسعة عشر	tiseat eashar	תשע║עשרה	תְּשַעַ║עִשֹרָה	teˈʃaaʔ║ʔiʃoːˈʁaːh	tšʿ ʿšrh
470	Numbers	twenty	عشرون	eshrwn	עשרים	עֲשֹרִים	ʔaʃoːˈʁiːm	ʿšrym
471	Numbers	twenty-one	واحد و عشرون	wahid w eshrwn	עשרים║ואחת	עֲשָׂרִים║וְאַחַת	ʔasaːˈʁiːm║veʔaˈχat	ʿšrym wʾḥt
472	Numbers	twenty-two	اثنان وعشرون	athnan waeishrun	עשרים║ושתיים	עֶשֹרִיִם║וְּשְתַיִיִם	ʔeʃoːʁiˈjim║uːeʃetajiˈjim	ʿšrym wštyym
473	Numbers	thirty	ثلاثون	thlathwn	שלושים	שְלֹוֹשִיִם	ʃeloːvːoːʃiˈjim	šlwšym
474	Numbers	thirty-one	واحد وثلاثين	wahid wathalathin	שלושים║ואחת	שְלֻוֹשִיִם║וְאַחַת	ʃeluvːoːʃiˈjim║veʔaˈχat	šlwšym wʾḥt
475	Numbers	thirty-two	اثنان و ثلاثون	athnan w thlathwn	שלושים║ושתיים	שֶׁלוֹשִיִם║וֹּשְתָיִיִם	ʃeloːʃiˈjim║uːʃetaːjiˈjim	šlwšym wštyym
476	Numbers	forty	أربعون	arbaeun	ארבעים	אַרְבֵּעִיִם	ʔaʁbeːʔiˈjim	ʾrbʿym
477	Numbers	forty-one	واحد وأربعون	wahid wa'arbaeun	ארבעים║ואחת	אֶרְבְּעִים║וְאַחֹת	ʔeʁbeˈʔiːm║veʔaˈχoːt	ʾrbʿym wʾḥt
478	Numbers	forty-two	اثنان وأربعون	athnan wa'arbaeun	ארבעים║ושתיים	אֵרְבֵּעִיִם║וְשְתַּיִם	ʔeːʁebeːʔiˈjim║veʃeˈtajim	ʾrbʿym wštyym
479	Numbers	fifty	خمسون	khamsun	חמישים	חָמִיֹשִיִם	χaːmijoːʃiˈjim	ḥmyšym
480	Numbers	fifty-one	واحد وخمسون	wahid wakhamsun	חמישים║ואחד	חֲמִיֹשִיִם║וֹאַחַדָ	χamijoːʃiˈjim║oːʔaχaˈdaː	ḥmyšym wʾḥd
481	Numbers	fifty-two	اثنان وخمسون	athnan wakhamsun	חמישים║ושתיים	חֲמִיִשִׁיִם║וֹּשְתַּיִם	χamijiʃiˈjim║uːʃeˈtajim	ḥmyšym wštyym
482	Numbers	sixty	ستون	situn	שיש	שֶיֵש	ʃeˈjeːʃ	šyš
483	Numbers	sixty-one	واحد وستون	wahid wstwn	שישים║ואחת	שִיְשִים║וֹאַחַת	ʃijˈʃiːm║oːʔaˈχat	šyšym wʾḥt
484	Numbers	sixty-two	اثنان و ستون	athnan w situn	שישים║ושניים	שִיִשִיִם║וֹשְנִיִם	ʃijiʃiˈjim║oːʃeniˈjim	šyšym wšnyym
485	Numbers	seventy	سبعون	sabeun	שבעים	שֶׁבְעִיִם	ʃevʔiˈjim	šbʿym
486	Numbers	seventy-one	واحد وسبعون	wahid wasabeun	שבעים║ואחת	שִׁבְעִיִם║וֹאַחֹתָ	ʃivʔiˈjim║oːʔaχoːˈtaː	šbʿym wʾḥt
487	Numbers	seventy-two	اثنان وسبعون	athnan wasabeun	שבעים║ושתיים	שֶבְעִיִםִ║וֹּשְתִיִים	ʃevʔijiˈmi║uːʃetiˈjiːm	šbʿym wštyym
488	Numbers	eighty	ثمانون	thamanun	שמונים	שָמוֹנִיִם	ʃaːmoːniˈjim	šmwnym
489	Numbers	eighty-one	واحد و ثمانون	wahid w thamanun	81	81	81	
490	Numbers	eighty-two	اثنان وثمانون	athnan wathamanun	82	82	82	
491	Numbers	ninety	تسعون	tseawn	תשעים	תִּשָעִים	tiʃaːˈʔiːm	tšʿym
492	Numbers	ninety-one	واحد وتسعون	wahid watiseun	תשעים║ואחד	תִּשְעִים║וַאַחַד	tiʃˈʔiːm║vaʔaˈχad	tšʿym wʾḥd
493	Numbers	ninety-two	إثنان وتسعون	ithnan watiseun	תשעים║ושתיים	תִּשְעִיִם║וֹּשְתִיִם	tiʃʔiˈjim║uːʃetiˈjim	tšʿym wštyym
494	Numbers	one hundred	مائة	miaya	מאה	מֵאָה	meːˈʔaːh	mʾh
